,chnm,Classification,Cmax,AC50,NAS,test_target,test_target_name,assay_component_endpoint_name
826,dapsone,LessDILIDrugs,6.0007,3.5434452939999996,0.40949467700000003,TSPO,cholesterol transporter,NVS_MP_rPBR_Row587
827,pyrimethamine,LessDILIDrugs,3.2889,13.35667824,-3.061138448,TSPO,cholesterol transporter,NVS_MP_rPBR_Row587
828,disulfiram,MostDILI Drugs,5.4,0.276452992,0.948805001,TSPO,cholesterol transporter,NVS_MP_rPBR_Row587
829,sulfasalazine,MostDILI Drugs,15.0603,0.652769546,0.956656272,TSPO,cholesterol transporter,NVS_MP_rPBR_Row587
830,estrone,AmbiDILIDrugs,0.0218,0.021751371000000002,0.0022306879999999998,ESR1,estrogen receptor,NVS_NR_bER_Row617
831,anastrozole,LessDILIDrugs,0.062,0.029188795,0.5292129839999999,ESR1,estrogen receptor ,NVS_NR_bER_Row617
832,tamoxifen,MostDILI Drugs,0.1712,0.067207189,0.607434644,ESR1,steroidal,NVS_NR_bER_Row617
833,norethindrone,AmbiDILIDrugs,0.0328,0.015805059,0.518138445,PGR,steroidal,NVS_NR_bPR_Row1029
834,progesterone,LessDILIDrugs,0.1927,0.003470134,0.9819920390000001,PGR,steroidal,NVS_NR_bPR_Row1029
835,spironolactone,LessDILIDrugs,0.12,0.030615801,0.744868325,AR,androgen receptor,NVS_NR_cAR_Row619
836,norethindrone,AmbiDILIDrugs,0.0328,0.004826203,0.852859665,AR,steroidal,NVS_NR_cAR_Row619
837,progesterone,LessDILIDrugs,0.1927,0.136591018,0.291172714,AR,steroidal,NVS_NR_cAR_Row619
838,tetracycline,LessDILIDrugs,27.8172,27.70059962,0.004191665,AR,steroidal,NVS_NR_cAR_Row619
839,bicalutamide,MostDILI Drugs,1.9704,0.49195000299999997,0.750329881,AR,steroidal,NVS_NR_cAR_Row619
840,nilutamide,MostDILI Drugs,7.2504,1.095018469,0.848971302,AR,steroidal,NVS_NR_cAR_Row619
841,sulfasalazine,MostDILI Drugs,15.0603,5.785754477999999,0.615827409,AR,steroidal,NVS_NR_cAR_Row619
842,estrone,AmbiDILIDrugs,0.0218,0.086176975,-2.9530722480000002,AR,androgen receptor,NVS_NR_hAR_Row620
843,norethindrone,AmbiDILIDrugs,0.0328,0.000657,0.979969512,AR,androgen receptor,NVS_NR_hAR_Row620
844,progesterone,LessDILIDrugs,0.1927,0.017247165,0.9104973270000001,AR,androgen receptor,NVS_NR_hAR_Row620
845,spironolactone,LessDILIDrugs,0.12,0.063205016,0.473291533,AR,androgen receptor,NVS_NR_hAR_Row620
846,flutamide,MostDILI Drugs,0.36200000000000004,0.410276856,-0.133361481,AR,androgen receptor,NVS_NR_hAR_Row620
847,nilutamide,MostDILI Drugs,7.2504,0.00523292,0.9992782579999999,AR,androgen receptor,NVS_NR_hAR_Row620
848,sulfasalazine,MostDILI Drugs,15.0603,3.6302847089999997,0.75895004,AR,androgen receptor,NVS_NR_hAR_Row620
849,tamoxifen,MostDILI Drugs,0.1712,0.84056955,-3.9098688669999997,AR,androgen receptor,NVS_NR_hAR_Row620
850,cladribine,AmbiDILIDrugs,0.0227,0.0002,0.991189427,NR1I3,non-steroidal,NVS_NR_hCAR_Antagonist_Row1031
851,disulfiram,MostDILI Drugs,5.4,0.001443662,0.999732655,NR1I3,non-steroidal,NVS_NR_hCAR_Antagonist_Row1031
852,ketoconazole,MostDILI Drugs,7.0,28.73522421,-3.10503203,TNFRSF10B,non-steroidal,NVS_NR_hCAR_Antagonist_Row1031
853,estrone,AmbiDILIDrugs,0.0218,0.0015405999999999998,0.929330275,ESR1,estrogen receptor,NVS_NR_hER_Row588
854,tamoxifen,MostDILI Drugs,0.1712,0.036252942,0.7882421609999999,ESR1,estrogen receptor,NVS_NR_hER_Row588
855,tolcapone,MostDILI Drugs,74.2928,30.48658958,0.5896427439999999,ESR1,estrogen receptor,NVS_NR_hER_Row588
856,loratadine,NoDILI Drugs,0.0522,0.022981822000000002,0.559735211,ESR1,estrogen receptor,NVS_NR_hER_Row588
857,bicalutamide,MostDILI Drugs,1.9704,7.768490382,-2.9425956060000003,ESR1,estrogen receptor ,NVS_NR_hER_Row588
858,busulfan,MostDILI Drugs,0.2769,0.92352393,-2.33522546,ESR1,estrogen receptor ,NVS_NR_hER_Row588
859,oxytetracycline,AmbiDILIDrugs,3.2578,12.79368631,-2.927093839,NR1H4,farnesoid x receptor,NVS_NR_hFXR_Agonist_Row1032
860,fenofibrate,LessDILIDrugs,4.1016,0.027251487999999997,0.993355888,NR1H4,farnesoid x receptor,NVS_NR_hFXR_Antagonist_Row1033
861,ketoconazole,MostDILI Drugs,7.0,24.12821218,-2.446887454,NR1H4,farnesoid x receptor,NVS_NR_hFXR_Antagonist_Row1033
862,norethindrone,AmbiDILIDrugs,0.0328,0.057033695999999995,-0.738832195,NR3C1,glucocorticoid receptor,NVS_NR_hGR_Row589
863,progesterone,LessDILIDrugs,0.1927,0.398771803,-1.069391816,NR3C1,steroidal,NVS_NR_hGR_Row589
864,spironolactone,LessDILIDrugs,0.12,0.145151101,-0.209592508,NR3C1,steroidal,NVS_NR_hGR_Row589
865,tetracycline,LessDILIDrugs,27.8172,24.40338491,0.122723175,NR3C1,steroidal,NVS_NR_hGR_Row589
866,bicalutamide,MostDILI Drugs,1.9704,2.965131364,-0.504837274,NR3C1,steroidal,NVS_NR_hGR_Row589
867,disulfiram,MostDILI Drugs,5.4,0.000614,0.9998862959999999,PPARA,PPARa,NVS_NR_hPPARa_Row1034
868,troglitazone,MostDILI Drugs,6.3867,20.15856567,-2.156335145,PPARG,PPARg,NVS_NR_hPPARg_Row95
869,sulfasalazine,MostDILI Drugs,15.0603,5.349539513,0.644791969,PPARG,PPARg,NVS_NR_hPPARg_Row95
870,norethindrone,AmbiDILIDrugs,0.0328,0.009681701,0.704826189,PGR,steroidal,NVS_NR_hPR_Row590
871,progesterone,LessDILIDrugs,0.1927,0.028508427000000003,0.852057981,PGR,steroidal,NVS_NR_hPR_Row590
872,acetaminophen,MostDILI Drugs,132.3066,14.36277727,0.8914432290000001,PGR,steroidal,NVS_NR_hPR_Row590
873,nilutamide,MostDILI Drugs,7.2504,18.11789075,-1.498881544,PGR,steroidal,NVS_NR_hPR_Row590
874,sulfasalazine,MostDILI Drugs,15.0603,26.06595127,-0.73077238,PGR,steroidal,NVS_NR_hPR_Row590
875,oxytetracycline,AmbiDILIDrugs,3.2578,2.094635215,0.357039961,NR1I2,pregnane x receptor,NVS_NR_hPXR_Row1035
876,disulfiram,MostDILI Drugs,5.4,1.097248279,0.796805874,NR1I2,pregnane x receptor,NVS_NR_hPXR_Row1035
877,oxytetracycline,AmbiDILIDrugs,3.2578,7.975089275,-1.447998427,AR,androgen receptor,NVS_NR_hRAR_Antagonist_Row1036
878,estrone,AmbiDILIDrugs,0.0218,0.008857476,0.593693761,ESR1,estrogen receptor,NVS_NR_mERa_Row618
879,ergocalciferol,NoDILI Drugs,0.05,0.043926195,0.1214761,ESR1,estrogen receptor,NVS_NR_mERa_Row618
880,bicalutamide,MostDILI Drugs,1.9704,0.030395738999999998,0.984573823,ESR1,estrogen receptor ,NVS_NR_mERa_Row618
881,ketoconazole,MostDILI Drugs,7.0,22.30533637,-2.186476624,ESR1,steroidal,NVS_NR_mERa_Row618
882,tamoxifen,MostDILI Drugs,0.1712,0.100505863,0.41293304299999994,ESR1,steroidal,NVS_NR_mERa_Row618
883,oxytetracycline,AmbiDILIDrugs,3.2578,6.58713637,-1.02195849,AR,androgen receptor,NVS_NR_rAR_Row591
884,progesterone,LessDILIDrugs,0.1927,0.15385796599999998,0.201567379,AR,androgen receptor,NVS_NR_rAR_Row591
885,spironolactone,LessDILIDrugs,0.12,0.27054476,-1.254539667,AR,androgen receptor,NVS_NR_rAR_Row591
886,tetracycline,LessDILIDrugs,27.8172,19.56501207,0.29665774899999997,AR,androgen receptor,NVS_NR_rAR_Row591
887,bicalutamide,MostDILI Drugs,1.9704,1.3227015340000001,0.328714203,AR,androgen receptor,NVS_NR_rAR_Row591
888,nilutamide,MostDILI Drugs,7.2504,19.29781475,-1.6616207040000002,AR,androgen receptor,NVS_NR_rAR_Row591
889,norethindrone,AmbiDILIDrugs,0.0328,0.114978174,-2.505432134,AR,steroidal,NVS_NR_rAR_Row591
890,prednisone,LessDILIDrugs,0.0684,0.174583827,-1.5523951319999998,NR3C2,steroidal,NVS_NR_rMR_Row592
891,progesterone,LessDILIDrugs,0.1927,0.16110782099999998,0.163944883,NR3C2,steroidal,NVS_NR_rMR_Row592
892,spironolactone,LessDILIDrugs,0.12,0.096341685,0.197152625,NR3C2,steroidal,NVS_NR_rMR_Row592
893,haloperidol,LessDILIDrugs,0.053,0.001981107,0.962620623,SIGMAR1,chaperone,NVS_OR_gSIGMA_NonSelective_Row140
894,pyrimethamine,LessDILIDrugs,3.2889,3.865407977,-0.175288995,SIGMAR1,chaperone,NVS_OR_gSIGMA_NonSelective_Row140
895,disulfiram,MostDILI Drugs,5.4,21.59261312,-2.9986320589999997,SIGMAR1,chaperone,NVS_OR_gSIGMA_NonSelective_Row140
896,tamoxifen,MostDILI Drugs,0.1712,0.515306443,-2.009967541,SIGMAR1,chaperone,NVS_OR_gSIGMA_NonSelective_Row140
897,dapsone,LessDILIDrugs,6.0007,19.23121138,-2.204828,SLC6A3,dopamine active transporter,NVS_TR_DAT_Row593
898,pyrimethamine,LessDILIDrugs,3.2889,1.268299844,0.6143695929999999,SLC6A3,neurotransmitter transporter,NVS_TR_DAT_Row593
899,dapsone,LessDILIDrugs,6.0007,5.615808684,0.06414107,SLC6A3,dopamine active transporter,NVS_TR_DAT_Row594
900,disulfiram,MostDILI Drugs,5.4,13.45781176,-1.4921873630000002,SLC6A3,dopamine transporter,NVS_TR_DAT_Row594
901,fenofibrate,LessDILIDrugs,4.1016,11.7796752,-1.871970743,SLC6A3,neurotransmitter transporter,NVS_TR_DAT_Row594
902,pyrimethamine,LessDILIDrugs,3.2889,0.75080314,0.771716033,SLC6A3,neurotransmitter transporter,NVS_TR_DAT_Row594
903,indomethacin,MostDILI Drugs,5.5899,10.16585361,-0.8186109970000001,SLC6A3,neurotransmitter transporter,NVS_TR_DAT_Row594
904,ketoconazole,MostDILI Drugs,7.0,12.78421445,-0.82631635,SLC6A3,neurotransmitter transporter,NVS_TR_DAT_Row594
905,disulfiram,MostDILI Drugs,5.4,19.45771778,-2.60328107,SLC29A1,AdoT,NVS_TR_hAdoT_Row1040
906,celecoxib,LessDILIDrugs,1.8328,1.931856597,-0.054046594,SLC6A2,norepinephrine transporter,NVS_TR_hNET_Row595
907,pyrimethamine,LessDILIDrugs,3.2889,2.456666956,0.25304297600000003,SLC6A2,norepinephrine transporter,NVS_TR_hNET_Row595
908,disulfiram,MostDILI Drugs,5.4,0.305080599,0.943503593,SLC6A2,norepinephrine transporter,NVS_TR_hNET_Row595
909,ketoconazole,MostDILI Drugs,7.0,11.02550044,-0.575071491,SLC6A2,norepinephrine transporter,NVS_TR_hNET_Row595
910,ketoconazole,MostDILI Drugs,7.0,1.080322118,0.845668269,SLC6A4,neurotransmitter transporter,NVS_TR_hSERT_Row1041
911,erythromycin,MostDILI Drugs,11.0,6.445016917999999,0.41408937100000004,SLC29A1,AdoT,NVS_TR_rAdoT_Row1042
912,pyrimethamine,LessDILIDrugs,3.2889,9.515800124,-1.893307831,SLC6A2,neurotransmitter transporter,NVS_TR_rNET_Row1043
913,pyrimethamine,LessDILIDrugs,3.2889,11.24551774,-2.419233707,SLC6A4,neurotransmitter transporter,NVS_TR_rSERT_Row596
914,estrone,AmbiDILIDrugs,0.0218,0.031509576,-0.445393394,AR,androgen receptor,OT_AR_ARELUC_AG_1440_Row1044
915,progesterone,LessDILIDrugs,0.1927,0.23882018100000002,-0.239336694,AR,androgen receptor,OT_AR_ARELUC_AG_1440_Row1044
916,ranitidine,LessDILIDrugs,1.7908,0.8496716190000001,0.525535169,AR,androgen receptor,OT_AR_ARELUC_AG_1440_Row1044
917,spironolactone,LessDILIDrugs,0.12,0.009735273000000001,0.918872725,AR,androgen receptor,OT_AR_ARELUC_AG_1440_Row1044
918,theophylline,NoDILI Drugs,85.0,0.545739023,0.9935795409999999,AR,androgen receptor,OT_AR_ARELUC_AG_1440_Row1044
919,norethindrone,AmbiDILIDrugs,0.0328,2.9999999999999997e-05,0.999085366,AR,steroidal,OT_AR_ARELUC_AG_1440_Row1044
920,norethindrone,AmbiDILIDrugs,0.0328,0.006505048,0.8016753659999999,AR,steroidal,OT_AR_ARSRC1_0480_Row1045
921,progesterone,LessDILIDrugs,0.1927,0.074719908,0.612247494,AR,steroidal,OT_AR_ARSRC1_0480_Row1045
922,spironolactone,LessDILIDrugs,0.12,0.06459769900000001,0.461685842,AR,steroidal,OT_AR_ARSRC1_0480_Row1045
923,bicalutamide,MostDILI Drugs,1.9704,8.075476251,-3.098394362,AR,steroidal,OT_AR_ARSRC1_0480_Row1045
924,disulfiram,MostDILI Drugs,5.4,22.30464219,-3.1304892939999998,AR,steroidal,OT_AR_ARSRC1_0480_Row1045
925,nilutamide,MostDILI Drugs,7.2504,22.87742366,-2.155332624,AR,steroidal,OT_AR_ARSRC1_0480_Row1045
926,norethindrone,AmbiDILIDrugs,0.0328,0.00497692,0.8482646340000001,AR,steroidal,OT_AR_ARSRC1_0960_Row124
927,progesterone,LessDILIDrugs,0.1927,0.53147202,-1.7580281269999998,AR,steroidal,OT_AR_ARSRC1_0960_Row124
928,spironolactone,LessDILIDrugs,0.12,0.10925885800000001,0.089509517,AR,steroidal,OT_AR_ARSRC1_0960_Row124
929,nilutamide,MostDILI Drugs,7.2504,11.54444714,-0.592249688,AR,steroidal,OT_AR_ARSRC1_0960_Row124
930,troglitazone,MostDILI Drugs,6.3867,27.41570209,-3.292624061,AR,steroidal,OT_AR_ARSRC1_0960_Row124
931,tamoxifen,MostDILI Drugs,0.1712,0.47450594700000004,-1.771646887,ESR1,steroidal,OT_ER_ERaERa_0480_Row1046
932,estrone,AmbiDILIDrugs,0.0218,0.084329523,-2.868326743,ESR1,estrogen receptor,OT_ER_ERaERb_0480_Row1048
933,tamoxifen,MostDILI Drugs,0.1712,0.339546855,-0.983334433,ESR1,estrogen receptor,OT_ER_ERaERb_0480_Row1048
934,estrone,AmbiDILIDrugs,0.0218,0.07462250299999999,-2.423050596,ESR1,estrogen receptor,OT_ER_ERaERb_1440_Row1049
935,tamoxifen,MostDILI Drugs,0.1712,0.335407442,-0.959155619,ESR1,estrogen receptor,OT_ER_ERaERb_1440_Row1049
936,bicalutamide,MostDILI Drugs,1.9704,5.839763187999999,-1.96374502,ESR1,estrogen receptor ,OT_ER_ERaERb_1440_Row1049
937,estrone,AmbiDILIDrugs,0.0218,0.044307190999999996,-1.032439954,ESR2,estrogen receptor,OT_ER_ERbERb_0480_Row1050
938,tamoxifen,MostDILI Drugs,0.1712,0.49770744200000006,-1.907169638,ESR2,steroidal,OT_ER_ERbERb_0480_Row1050
939,estrone,AmbiDILIDrugs,0.0218,0.047526277,-1.18010445,ESR1,estrogen receptor,OT_ER_ERbERb_1440_Row1051
940,bicalutamide,MostDILI Drugs,1.9704,2.258494636,-0.146211244,ESR1,estrogen receptor ,OT_ER_ERbERb_1440_Row1051
941,tamoxifen,MostDILI Drugs,0.1712,0.113618205,0.33634226100000003,ESR2,steroidal,OT_ER_ERbERb_1440_Row1051
942,estrone,AmbiDILIDrugs,0.0218,0.00109188,0.9499137609999999,ESR1,estrogen receptor,OT_ERa_EREGFP_0120_Row1052
943,tamoxifen,MostDILI Drugs,0.1712,0.229249233,-0.33907262299999996,ESR1,estrogen receptor,OT_ERa_EREGFP_0120_Row1052
944,estrone,AmbiDILIDrugs,0.0218,0.000263,0.98793578,ESR1,estrogen receptor,OT_ERa_EREGFP_0480_Row1053
945,tamoxifen,MostDILI Drugs,0.1712,0.201765985,-0.178539632,ESR1,estrogen receptor,OT_ERa_EREGFP_0480_Row1053
946,clofibrate,LessDILIDrugs,407.911,71.04152994,0.825840612,NR1H4,non-steroidal,OT_FXR_FXRSRC1_0480_Row94
947,fenofibrate,LessDILIDrugs,4.1016,10.75043948,-1.6210355669999998,NR1H4,non-steroidal,OT_FXR_FXRSRC1_0480_Row94
948,ketoconazole,MostDILI Drugs,7.0,5.066022558,0.276282492,NR1H4,non-steroidal,OT_FXR_FXRSRC1_0480_Row94
949,troglitazone,MostDILI Drugs,6.3867,19.96532446,-2.126078328,NR1H4,non-steroidal,OT_FXR_FXRSRC1_0480_Row94
950,valproic acid,MostDILI Drugs,540.0,88.50228985,0.8361068709999999,NR1H4,non-steroidal,OT_FXR_FXRSRC1_0480_Row94
951,carbamazepine,MostDILI Drugs,25.8176,3.8010236639999997,0.852773935,NR1H4,non-steroidal,OT_FXR_FXRSRC1_1440_Row1054
952,valproic acid,MostDILI Drugs,540.0,87.07368832,0.838752429,NURR1RXR,other nuclear receptor,OT_NURR1_NURR1RXRa_0480_Row161
953,troglitazone,MostDILI Drugs,6.3867,3.878147797,0.39277752299999996,PPARG,PPARg,OT_PPARg_PPARgSRC1_0480_Row21
954,troglitazone,MostDILI Drugs,6.3867,4.3680933689999994,0.316064107,PPARG,PPARg,OT_PPARg_PPARgSRC1_1440_Row22
955,clofibrate,LessDILIDrugs,407.911,41.50206518,0.898257058,zf_activityscore,ZF_ActivityScore,Tanguay_ZF_120hpf_ActivityScore_Row1057
956,simvastatin,LessDILIDrugs,0.0824,0.360980856,-3.380835631,zf_activityscore,ZF_ActivityScore,Tanguay_ZF_120hpf_ActivityScore_Row1057
957,carbamazepine,MostDILI Drugs,25.8176,4.192684073,0.837603647,zf_activityscore,ZF_ActivityScore,Tanguay_ZF_120hpf_ActivityScore_Row1057
958,disulfiram,MostDILI Drugs,5.4,0.891076291,0.8349858720000001,zf_activityscore,ZF_ActivityScore,Tanguay_ZF_120hpf_ActivityScore_Row1057
959,clofibrate,LessDILIDrugs,407.911,86.83414373,0.78712478,zf_axis,ZF_AXIS,Tanguay_ZF_120hpf_AXIS_up_Row1056
960,disulfiram,MostDILI Drugs,5.4,0.321634887,0.940437984,zf_axis,ZF_AXIS,Tanguay_ZF_120hpf_AXIS_up_Row1056
961,disulfiram,MostDILI Drugs,5.4,0.7556324179999999,0.8600680709999999,zf_brai,ZF_BRAI,Tanguay_ZF_120hpf_BRAI_up_Row1058
962,clofibrate,LessDILIDrugs,407.911,127.0530279,0.6885275759999999,zf_cfin,ZF_CFIN,Tanguay_ZF_120hpf_CFIN_up_Row1059
963,disulfiram,MostDILI Drugs,5.4,7.192740317999999,-0.331988948,ZF4,ZF_CIRC,Tanguay_ZF_120hpf_CIRC_up_Row1060
964,disulfiram,MostDILI Drugs,5.4,0.776170728,0.85626468,zf_eye,ZF_EYE,Tanguay_ZF_120hpf_EYE_up_Row1061
965,disulfiram,MostDILI Drugs,5.4,1.015370726,0.811968384,zf_jaw,ZF_JAW,Tanguay_ZF_120hpf_JAW_up_Row1062
966,clofibrate,LessDILIDrugs,407.911,11.07967085,0.9728380190000001,zf_nc,ZF_NC,Tanguay_ZF_120hpf_NC_up_Row1064
967,disulfiram,MostDILI Drugs,5.4,0.110530776,0.9795313379999999,zf_nc,ZF_NC,Tanguay_ZF_120hpf_NC_up_Row1064
968,disulfiram,MostDILI Drugs,5.4,1.072731866,0.801345951,zf_pe,ZF_PE,Tanguay_ZF_120hpf_PE_up_Row1066
969,clofibrate,LessDILIDrugs,407.911,62.52159213,0.846727369,zf_pe,ZF_PE_up,Tanguay_ZF_120hpf_PE_up_Row1066
970,disulfiram,MostDILI Drugs,5.4,1.214819507,0.775033425,zf_snou,ZF_SNOU,Tanguay_ZF_120hpf_SNOU_up_Row1069
971,disulfiram,MostDILI Drugs,5.4,0.46379935200000005,0.9141112309999999,zf_somi,ZF_SOMI,Tanguay_ZF_120hpf_SOMI_up_Row1070
972,disulfiram,MostDILI Drugs,5.4,1.177721414,0.7819034420000001,zf_swim,ZF_SWIM,Tanguay_ZF_120hpf_SWIM_up_Row1071
973,disulfiram,MostDILI Drugs,5.4,1.8647883859999999,0.654668817,zf_tr,ZF_TR,Tanguay_ZF_120hpf_TR_up_Row1073
974,clofibrate,LessDILIDrugs,407.911,54.652502399999996,0.866018562,zf_trun,ZF_TRUN,Tanguay_ZF_120hpf_TRUN_up_Row1072
975,disulfiram,MostDILI Drugs,5.4,0.9699657770000001,0.820376708,zf_trun,ZF_TRUN,Tanguay_ZF_120hpf_TRUN_up_Row1072
976,disulfiram,MostDILI Drugs,5.4,0.45589251799999997,0.91557546,zf_yse,ZF_YSE,Tanguay_ZF_120hpf_YSE_up_Row1074
977,nabumetone,AmbiDILIDrugs,1.4499,5.350480776,-2.6902412410000003,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
978,lansoprazole,LessDILIDrugs,1.9222,4.800350411,-1.497320992,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
979,abacavir,MostDILI Drugs,14.8985,10.32002813,0.307310929,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
980,albendazole,MostDILI Drugs,0.9045,2.3179045819999997,-1.5626363540000001,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
981,erlotinib,MostDILI Drugs,13.79,6.984810531,0.493487271,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
982,ketoconazole,MostDILI Drugs,7.0,5.09007418,0.272846546,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
983,leflunomide,MostDILI Drugs,24.7956,1.148730345,0.953672009,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
984,sulindac,MostDILI Drugs,31.9852,30.59475488,0.043471515999999995,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
985,zileuton,MostDILI Drugs,13.1192,49.07283403,-2.740535553,AHR,aryl hydrocarbon receptor,TOX21_AhR_LUC_Agonist_Row256
986,medroxyprogesterone,AmbiDILIDrugs,0.1158,0.000618,0.9946632120000001,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
987,norethindrone,AmbiDILIDrugs,0.0328,0.003079954,0.9060989629999999,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
988,methylprednisolone,LessDILIDrugs,2.9909,0.029154432,0.990252288,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
989,prednisolone,LessDILIDrugs,0.6797,0.032543298,0.9521210859999999,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
990,prednisone,LessDILIDrugs,0.0684,0.027567939,0.5969599560000001,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
991,progesterone,LessDILIDrugs,0.1927,0.053492827,0.7224035959999999,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
992,spironolactone,LessDILIDrugs,0.12,0.024945863999999998,0.7921178000000001,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
993,bortezomib,MostDILI Drugs,0.2714,0.43912549100000003,-0.618001072,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
994,danazol,MostDILI Drugs,0.1092,0.018719751,0.828573709,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
995,oxymetholone,MostDILI Drugs,0.0565,0.085748326,-0.517669487,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
996,testosterone,MostDILI Drugs,0.0047,0.001466931,0.687887021,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
997,fludrocortisone,NoDILI Drugs,0.0644,0.017329366000000002,0.730910466,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
998,daunorubicin,NoDILI Drugs,0.3791,1.049968305,-1.7696341469999999,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
999,hydrocortisone,NoDILI Drugs,0.8415,0.012722573999999999,0.984881077,AR,androgen receptor,TOX21_AR_BLA_Agonist_ch2_Row254
1000,medroxyprogesterone,AmbiDILIDrugs,0.1158,0.0007030000000000001,0.993929188,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1001,norethindrone,AmbiDILIDrugs,0.0328,0.00233329,0.92886311,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1002,methylprednisolone,LessDILIDrugs,2.9909,0.028355022,0.990519569,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1003,prednisolone,LessDILIDrugs,0.6797,0.027545271,0.95947437,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1004,prednisone,LessDILIDrugs,0.0684,0.039810343,0.41797744200000003,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1005,progesterone,LessDILIDrugs,0.1927,0.031028042999999998,0.838982652,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1006,spironolactone,LessDILIDrugs,0.12,0.019657548,0.8361871,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1007,danazol,MostDILI Drugs,0.1092,0.017142448,0.843017875,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1008,ketoconazole,MostDILI Drugs,7.0,19.57547575,-1.796496536,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1009,oxymetholone,MostDILI Drugs,0.0565,0.07930840900000001,-0.403688655,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1010,testosterone,MostDILI Drugs,0.0047,0.00154476,0.67132766,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1011,daunorubicin,NoDILI Drugs,0.3791,1.650970932,-3.3549747610000002,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1012,fludrocortisone,NoDILI Drugs,0.0644,0.012887533,0.799883028,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1013,hydrocortisone,NoDILI Drugs,0.8415,0.010199027,0.987879944,AR,androgen receptor,TOX21_AR_BLA_Agonist_ratio_Row249
1014,auranofin,LessDILIDrugs,1.0007,0.8161538620000001,0.184417046,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ch2_Row227
1015,ketoconazole,MostDILI Drugs,7.0,11.20458322,-0.600654746,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ch2_Row227
1016,dipyridamole,AmbiDILIDrugs,3.7453,18.48023738,-3.934247558,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1017,ethacrynic acid,AmbiDILIDrugs,32.9881,25.18567261,0.236522485,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1018,auranofin,LessDILIDrugs,1.0007,0.6497911160000001,0.35066342,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1019,docetaxel,LessDILIDrugs,0.9329999999999999,0.007472041,0.991991382,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1020,etoposide,LessDILIDrugs,17.0,1.2188145559999999,0.928305026,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1021,paclitaxel,LessDILIDrugs,4.3,0.008695271,0.9979778440000001,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1022,bortezomib,MostDILI Drugs,0.2714,0.0037592420000000003,0.986148703,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1023,danazol,MostDILI Drugs,0.1092,0.23445459,-1.147020055,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
1024,disulfiram,MostDILI Drugs,5.4,0.10931607800000001,0.979756282,AR,androgen receptor,TOX21_AR_BLA_Antagonist_ratio_Row143
